Ticker
INCY
DUOL
LYB
Z
BLD
UDR
TKO
RBC
CNM
RGA
ARE
OC
NBIX
NLY
CRS
OWL
CLH
FOXA
DKS
UNM
EHC
BAX
TXRH
IEX
JKHY
RL
DOC
VTRS
CCK
FN
VIK
GLPI
SNX
ELS
PAYC
OHI
GL
SCI
RNR
QXO
RGLD
GNRC
COOP
SJM
JBHT
CPT
NDSN
AMH
FHN
POOL
PNW
MTZ
NWSA
BG
CNH
CACI
SWKS
SF
HAS
HII
ENTG
WTRG
HST
KTOS
AIZ
BMRN
IONQ
EVR
SWK
AKAM
HLI
OVV
AIT
U
DTM
QGEN
MEDP
NCLH
ROKU
RVTY
ARMK
ATI
MOS
EXEL
ONON
AYI
LAMR
ALLY
DOX
SOLV
CR
UHS
TTEK
MLI
WCC
BXP
WBS
WING
CELH
KNSL
MP
WMS
NYT
HIMS
AR
ALB
OGE
IPG
RIVN
ALGN
SPXC
MTCH
GME
SSB
CAG
ATR
AES
WYNN
ENSG
MRNA
OSK
JEF
RRX
STRL
PLNT
MSFUT
CART
CMA
DCI
AGNC
ORI
SEIC
TAP
IOT
PR
PEN
REXR
AWI
KMX
OLLI
PRI
FYBR
CUBE
QRVO
EPAM
WBA
AFG
INGR
AOS
GTLS
HRL
EGP
ELAN
BSY
RBRK
DOCS
LSCC
SCCO
BWA
MOH
BPOP
SKX
SN
CAVA
WAL
FND
AVTR
NFG
DY
ADC
UMBF
ACI
RRC
RMBS
FSS
HQY
TPG
CVLT
ASTS
SSD
TECH
WTFC
JOBY
HALO
PCTY
BRX
NXT
LKQ
LAD
AVAV
TTC
CRL
FRT
IVZ
ALSN
ZION
BEN
AXS
NNN
VMI
AAL
BBIO
CBSH
LW
EXP
SAIA
CHWY
HRB
LITE
LNW
UGI
BROS
APA
EXAS
CFR
MTSI
AA
DAY
BE
OKLO
EMN
CDE
HSIC
FIVE
MOD
R
MKTX
FLR
PCOR
MGM
JBTM
WTS
MUSA
G
DINO
FLS
VOYA
SLM
CGNX
EAT
KD
JAZZ
XP
STWD
PNFP
AGCO
CORT
FBIN
KBR
OMF
GH
IDA
GMED
W
SNV
BFAM
CHDN
FAF
IDCC
LNC
GPK
MKSI
CWST
VNT
ZWS
MIDD
KNX
AXTA
ONB
TMHC
AUR
ARW
STAG
OLED
BBWI
IONS
JXN
EXLS
MTG
ETSY
LBRDK
VNO
CHE
APPF
MASI
ESTC
FOX
CHRD
CMC
LRN
WH
GNTX
SANM
TREX
ALK
MHK
RITM
AM
VRNS
ESAB
RGEN
FR
AHR
MSA
CPB
MDGL
PB
CTRE
HLNE
SITE
UFPI
ESNT
MORN
ELF
AMG
THG
NXST
RYAN
COKE
LOPE
H
FCN
DBX
SOUN
PRMB
EPRT
SAIC
AL
GXO
SNDK
LFUS
FOUR
MAT
RLI
RVMD
KEX
BMI
IBP
MTDR
LPX
PRIM
WEX
MTN
GTES
CRUS
LAZ
RYTM
TFX
JHG
HR
ITRI
AS
AEIS
HOMB
GPI
PIPR
MOGA
UPST
TXNM
POST
RHP
MARA
ORA
OZK
CE
MTH
ONTO
FNB
ESI
UHALB
HXL
GBCI
BYD
CZR
GATX
BRBR
LEA
HWC
ACHR
ANF
LYFT
AN
BIO
SWX
BOOT
KNF
CCCS
RDN
GTLB
TRNO
NEU
RAL
AUB
TEM
ROAD
AX
FCFS
BDC
COLB
SXT
QBTS
NPO
DVA
VVV
RNA
CADE
MMSI
SIGI
BCPC
GKOS
URBN
ESE
UBSI
SPR
SMR
IRTC
QLYS
VNOM
ROIV
BIPC
ATGE
THO
CLF
TTMI
AAON
HL
AVT
DAR
PEGA
CALM
NOV
NJR
SKYW
BCO
PATH
TKR
OPCH
ACA
GMS
ACIW
BFB
BKH
GAP
CRSP
ABG
CWAN
MIR
SR
RGTI
ST
QTWO
GVA
WSC
SBRA
MMS
CFLT
WHR
SON
ENPH
MC
CSW
FFIN
LSTR
S
TIGO
BOX
KRG
FMC
VLY
WTM
BEPC
CUZ
JHX
CROX
KRC
CNX
FTDR
POR
SITM
ALKS
SMTC
RDNT
PECO
MGY
PJT
TMDX
DLB
SEE
NOVT
CNR
TNL
ENS
FELE
EPR
KAI
VFC
COLD
OGS
ABCB
LLYVK
BC
CBT
KBH
TDS
SNEX
AGO
SFBS
SIRI
ADMA
TGTX
MRP
DORM
CORZ
AMTM
LNTH
BILL
RKT
PVH
MAC
MSM
VRRM
WFRD
SLAB
VKTX
REZI
TCBI
AXSM
NWS
MWA
SPSC
STEP
SARO
ASB
EEFT
OSIS
RYN
CNO
SLGN
UEC
GLNG
RIOT
IBOC
ASO
SATS
LUMN
SHAK
QS
LTH
KFY
HWKN
SKY
PCVX
AROC
IRT
ALE
CYTK
ALGM
NE
AKRO
PSN
SLG
ITGR
PLXS
ZG
RHI
KTB
CVCO
ATMU
MHO
HRI
UCB
WK
PAG
AZZ
PI
EXPO
FLG
LEU
ECG
AAP
WNS
CRC
STNE
KRYS
VIRT
NSIT
SKT
FBP
SLNO
PCH
BGC
PATK
INDB
LAUR
RNST
BRKR
GNW
TGNA
VSEC
MZTI
SIG
CHH
RH
TENB
COMP
M
AMED
BXMT
BCC
PLMR
SMMT
AGX
HCC
NMIH
MSGS
NVST
TEX
PBH
MUR
MDU
ACAD
PTCT
NUVL
NWE
MATX
NHI
WAY
ZETA
RUSHA
PTGX
FUL
TPH
CACC
FHB
OTTR
GHC
WSFS
CBZ
KMPR
ABM
RELY
ADT
PFSI
GFS
SSRM
OSCR
CALX
FRHC
CIVI
PTON
SM
CDP
AVA
PRGO
PSMT
HASI
GLOB
DRS
HAYW
CATY
KAR
FLO
CBU
VSAT
COMM
VC
MGEE
GTM
LOAR
CLSK
FULT
WDFC
LGND
AWR
BNL
VCTR
GFF
HOG
NATL
HIW
CARG
PII
APLD
FRPT
ENVA
AVNT
DNB
CXT
POWL
TPC
TBBK
MGNI
APLE
ACLX
MYRG
REVG
NCNO
AMBA
EBC
CNK
WD
LCID
RRR
LMND
GENI
MGRC
VAL
PENN
CWT
CPK
BKU
YETI
BANF
BFH
HAE
CAKE
TDW
UNF
BUR
BL
SFNC
INDV
WSBC
ASH
AIR
EXTR
FCPT
MRCY
HGV
YOU
APAM
IAC
WLK
BLKB
IESC
VIAV
INFA
VAC
ACLS
RARE
SRRK
POWI
MIRM
PRM
LIVN
XENE
FIBK
EVTC
IRDM
AMKR
NMRK
CWEN
GEO
PFS
CRVL
BIRK
BHF
WHD
FRSH
AGYS
LINE
LCII
XRAY
RNG
BOH
SMPL
PHIN
SYNA
CHEF
OUT
ALRM
CVBF
MQ
ICUI
EPAC
IPGP
SMG
CPRX
CAR
CRNX
PBF
MPW
NTB
APLS
DEI
PRDO
OLN
GT
GPOR
TRMK
RUN
HURN
SBCF
DXC
DIOD
CXW
INSP
OGN
BANR
AEO
BOKF
DAN
CNXC
PK
WWW
FUN
RXO
LXP
WRBY
UE
TOWN
PINC
HUBG
BATRK
WU
SOC
CPRI
CON
PRVA
ASGN
NOG
CNS
SXI
WAFD
IPAR
AKR
AVPT
FORM
PRK
YELP
PTEN
AGIO
FFBC
SHC
BBAI
OI
STNG
OSW
RIG
SDRL
OCUL
FWONA
NWL
TRN
VCYT
HNI
SYBT
ACVA
GSHD
CWK
DV
UUUU
NSA
HHH
VYX
ADNT
ENR
BLBD
GRBK
BTU
PRCT
FRME
ATKR
TNET
FOLD
GOLF
MTRN
SUPN
WT
ARWR
PLUS
ALG
TDC
OII
BCRX
KLIC
IOSP
PPC
CURB
DOCN
SAM
KN
BWIN
FL
EFSC
ATEC
LBTYK
RXRX
NGVT
PRGS
VCEL
BUSE
INTA
IVT
MCY
PPBI
QUBT
IDYA
ADUS
UI
WEN
CSGS
AVDX
FBK
TRIP
PRKS
ABR
BLX
PAYO
HE
DDS
DJT
WOR
AIN
CASH
KYMR
LBTYA
TARS
HMN
CLVT
AI
WGS
NBTB
KGS
TRUP
OFG
BANC
GO
SHOO
VERX
MAN
HP
AMSC
STC
SHO
ROCK
AMR
EYE
MTX
ACHC
LZB
NSP
FIVN
COTY
WLY
PAR
NTST
TGLS
CENTA
ICFI
HBI
TVTX
CUBI
WLDN
PGNY
ANIP
VSH
VSCO
SGRY
AORT
SPB
CHCO
KMT
KWR
AGM
ZD
HLMN
DNLI
CC
JJSF
LBRT
INSW
STRA
PAGS
WKC
ALIT
DBRG
SRPT
LQDA
ALHC
MSGE
FBNC
LMAT
NWBI
PARR
HUT
BRZE
DRH
BFA
LLYVA
AUPH
RAMP
CCS
BRSL
ATRC
RSI
LNN
WERN
ARCB
AMRX
UFPT
JOE
HTH
MLKN
GEF
GTX
BEAM
PRCH
NIC
TWST
ENVX
SKWD
PD
CNMD
GNL
XMTR
TIC
UPWK
HUN
ARI
COUR
SCS
BHE
COLM
GABC
HRMY
OUST
MBC
VITL
LZ
DBD
KLG
HLIO
CRGY
DNOW
ARR
CSTM
NNI
DK
SLVM
TPB
ATEN
ENOV
QDEL
KNTK
ADEA
DAVE
DVAX
XHR
ELME
COCO
USLM
AAMI
STEL
SGHC
PZZA
HTO
FCF
APGE
LC
ACMR
JBGS
NG
IIPR
BTSG
GBX
HI
CECO
ALKT
ANDE
HCI
DX
EOSE
SILA
CCOI
VBTX
TNC
TXG
ARLO
BKE
ALEX
CELC
WABC
JBI
NTCT
INVA
SONO
VECO
NHC
WULF
QCRH
TILE
OMCL
BKD
ADPT
KSS
ASTH
UTI
UVV
LKFN
LTC
CRK
FLYW
VRNT
PCT
BELFB
UNFI
UPBD
ARQT
NWN
MCRI
LENB
PWP
ROG
DHT
SNDR
PHR
STR
STAA
JBLU
CENX
BFC
CIFR
TRS
PRG
INOD
LGIH
NEXT
CNNE
DFIN
WMK
VRE
GTY
EPC
CLDX
NN
VRTS
CBRL
SBH
RLJ
PENG
PRLB
KRMN
DXPE
COLL
CTS
LILAK
NVAX
FDP
STBA
SPNT
BBSI
GSAT
PLUG
REYN
CRAI
VRDN
PGY
PLAB
SEM
AIV
SFL
PEB
CNOB
FUBO
BHVN
MRC
NAVI
ACT
PRA
KALU
MODG
AVDL
IRON
FOXF
FIZZ
IDT
LEG
PGRE
LADR
USPH
PHLT
SEZL
LION
WINA
BTDR
NSSC
JANX
TDOC
CGON
ARDX
TCBK
NBHC
PCRX
FA
TFIN
CERT
SCL
PPTA
HCSG
AZTA
LUNR
NVCR
MRX
SAIL
SDGR
HOPE
NEOG
MD
TDUP
PL
LASR
AMPH
APOG
APPN
LPG
SPRY
RPD
BHLB
AMWD
SCSC
DGII
TALO
PMT
MXL
MNKD
DRVN
LMB
HLIT
DHC
MSEX
ESRT
TNK
THRM
SBSI
CCB
CDTX
MFA
PEBO
AMC
GIII
EIG
SAFT
OLO
COGT
FIHL
CTLP
IE
LOB
CIM
EWTX
EVH
METC
SPHR
CLOV
SEB
IMKTA
ECPG
FMBH
VICR
UAA
CBL
DCOM
PDM
UCTT
UA
ASAN
XPRO
HLF
DOLE
SMA
UMH
ASTE
CSR
SAH
EFC
GBTG
GOGL
OCFC
NTLA
NPKI
OBK
EVLV
SNDX
IART
CMPR
AAOI
UNIT
REX
ATRO
CXM
SG
LIF
CNA
LBRDA
KW
CLMT
HPP
HG
SPTN
IMAX
DYN
FBRT
CARS
SRCE
FIGS
IMVT
CRI
WGO
TWO
MDXG
WS
CFFN
VTOL
DCO
THS
AAT
GRAL
HROW
LINC
DAKT
DEA
BASE
CWH
XPEL
BZH
MEG
PLAY
CWENA
NNE
CRMD
ARRY
BHRB
NX
ODC
GERN
PNTG
CPF
ECVT
FSLY
NTGR
LENZ
ETNB
BBW
UVE
AMSF
BRSP
GHM
AVXL
SMBK
RBCAA
SENEA
THR
ZVRA
TMP
TREE
ELVN
CMCL
VERA
SIBN
COHU
GOGO
RIGL
BLFS
ESQ
NRIM
KOS
MBWM
ORRF
GRPN
FWRD
TRML
IAS
ORC
MCBS
BV
DLX
HFWA
HLX
UVSP
ERII
AESI
CTBI
JAMF
TRNS
HTB
EMBC
PFBC
SXC
HOV
PRAX
LFST
BJRI
SAFE
NAGE
HSII
SEI
NEO
OSBC
HONE
NVRI
SPNS
NWPX
HNRG
GLIBK
HAFC
GRC
DFH
YEXT
UTZ
CVI
AMPL
PAX
IRMD
IIIV
TFSL
MNMD
ANGI
CMPO
CMP
DEC
BY
CMRE
SHLS
HTZ
BDN
TSHA
RYI
CDRE
NXRT
AHCO
GCT
WSR
SMP
WTTR
OXM
HRTG
STGW
HIPO
MATW
RUSHB
CSV
RVLV
SPT
FLNG
CABO
CNXN
RWT
BRKL
EVER
NBBK
VSTS
TR
QNST
ALGT
XERS
ROOT
CCBG
IIIN
HSTM
UFCS
VVX
NVTS
WLFC
ETD
STKL
REAL
TBPH
TRST
PRSU
ZYME
BCML
CPS
MMI
ATYR
SFD
MCB
URGN
MTAL
BLND
CVLG
PAYS
GCMG
NRIX
PLOW
GLDD
RUM
SCHL
FOR
PLYM
UTL
ZIMV
TTI
AXL
MOFG
UNTY
LYTS
TNDM
LQDT
PRO
MRTN
TK
HOUS
ODP
MBUU
HBNC
HCKT
FG
ABUS
AMBP
BXC
DJCO
IBCP
LIND
MBIN
ILPT
AOSL
NYMT
EXPI
VTS
ORIC
SABR
ADTN
PFIS
WRLD
MVST
KFRC
BBUC
INVX
WVE
FIP
SHEN
AMN
HTBK
FCBC
OEC
UPB
FBIZ
AMRC
ATUS
MTUS
AXGN
NFE
BFST
CCRN
TIPT
MYE
MPB
UWMC
CTRI
AKBA
ALNT
ARHS
CDNA
ARIS
UDMY
EQBK
BHB
THFF
FTRE
SBGI
BLMN
BMBL
INN
VMEO
HBCP
KOP
AMTB
GSBC
SLDP
BATRA
TRC
FMNB
ANAB
CARE
ITIC
PRAA
SRDX
RC
GNK
NECB
CAL
OSPN
ASIX
KREF
ACEL
FULC
NAT
FLNC
IMXI
GLRE
PLPC
SANA
FRBA
AMAL
LXU
ORGO
CASS
PDFS
CAC
MYGN
HELE
XRX
SPOK
GDOT
CCSI
PLSE
BORR
INGM
AIOT
BOW
VEL
KELYA
NGVC
SYRE
CWCO
BCAL
AROW
RGR
ACNB
GEFB
IBTA
GIC
KODK
SITC
ASC
GNTY
MGTX
SMBC
CODI
CWBC
ONIT
UHAL
TBCH
NABL
EGBN
AVBP
TALK
TRTX
OPK
SNCY
NFBK
SPFI
IMNM
AQST
MNRO
AVO
MATV
MVBF
SKYT
FRPH
RRBI
INDI
ACIC
GOOD
BWB
PBPB
GDEN
ADCT
NUS
AVNS
MTSR
NBN
NLOP
AIP
BWMN
HBT
UHT
MLR
HZO
FSBW
IOVA
WNC
DSGR
JBSS
PGC
CLBK
BYRN
SWBI
CEVA
RM
EVCM
PACS
OBT
KE
SSTK
ALX
DGICA
MLNK
DNTH
TSBK
PX
PUBM
CLB
CGEM
ICHR
OFIX
SFST
IBRX
EU
KRUS
SFIX
CIVB
ESPR
AEHR
MCW
ALRS
EE
FSBC
LMNR
EBF
JELD
PKE
CCNE
CVGW
SIGA
FISI
OIS
LOCO
MBCN
EYPT
REPL
AMRK
HIFS
SVRA
FWRG
KOD
GRNT
WSBF
NCMI
CMPX
PRTH
CLFD
BAND
RPAY
JMSB
CTO
ASPN
FPI
AEVA
GRND
SCVL
HDSN
SD
RCUS
DAWN
FRST
FLGT
JBIO
TITN
GTN
MSBI
CZNC
PAHC
USNA
MCS
MITK
RICK
FMAO
TROX
NUVB
BFS
LAB
CNDT
XNCR
EHAB
PGEN
MGPI
CTKB
VTLE
ARKO
WTBA
REFI
CSTL
AEBI
AHH
REAX
FFIC
OLP
SHBI
BMRC
MCFT
GCI
RDVT
BVS
ACTG
YORW
ACCO
STOK
ABSI
WEAV
AMBC
ARCT
ERAS
SVC
EGY
CYH
RMNI
HY
CBLL
BYON
CLW
DHIL
DOMO
WASH
BLDE
PLTK
CTOS
HVT
APPS
DIN
FNLC
ARVN
VREX
BCAX
KROS
KRNY
RES
DSP
MTW
PHAT
PUMP
FDBC
RBBN
PSFE
CLMB
TWI
CRSR
JACK
KURA
CRNC
CMCO
OMI
MBI
RBB
CIO
HTLD
CRMT
TCMD
CLDT
LILA
INBK
NGNE
CLNE
RDW
GPRE
ANGO
PKST
GDYN
SEMR
CENT
LXFR
OPRX
VMD
VPG
PACB
REPX
SLQT
HYLN
VIR
CHCT
TNGX
KLC
IPI
MLAB
KALV
CYRX
MLYS
TG
PANL
PTLO
PRTA
THRY
CMRC
LAND
OMER
FC
ULH
OOMA
TH
ZEUS
BTBT
AVNW
NBR
ZUMZ
BLFY
ALDX
NVEC
NEWT
ALT
CZFS
YMAB
SEPN
ZIP
WOOF
CMTG
GMRE
ATXS
SVV
GCO
ONTF
EVGO
XPER
NXDR
DNUT
MAX
PACK
ADV
RYAM
CRCT
CMT
TERN
LOVE
TRUE
NNOX
TMCI
BGS
FDMT
RGNX
EPM
FRGE
UIS
EOLS
ITOS
ATEX
RMR
MOV
WEST
ALTG
HNST
RLAY
IVR
BRY
AGL
TYRA
BOC
GETY
HMST
ASLE
LRMR
AVIR
GNE
DENN
UTMD
MRVI
VNDA
MEI
BSRR
SEG
FLWS
DMRC
GLUE
AURA
EVC
NRC
JAKK
WTI
FFWM
CAPR
SB
LPRO
OSUR
SLP
CATX
TCX
JOUT
NRDS
INSE
PSTL
QTRX
TBI
SKIN
OLMA
KIDS
RXST
RCKT
ANNX
DDD
AMCX
ONEW
CRGX
NXDT
PLL
WOW
DBI
BBNX
SNBR
SCPH
MASS
KRRO
EGHT
ANIK
INR
ACDC
BHR
TTGT
MVIS
EB
RGP
BCBP
CERS
STRZ
OLPX
ATNI
IHRT
RHLD
ACRE
JRVR
CDXS
LAW
RMAX
QSI
POWW
HUMA
DSGN
BYND
INBX
MED
EDIT
AVD
TCBX
CVRX
BOOM
ARAY
CBAN
OABI
TRDA
DCGO
HAIN
OFLX
IMMR
FORR
XPOF
ALEC
HRTX
PRME
DH
IRWD
RCEL
MNTK
SSP
SSTI
ULCC
HCAT
INGN
MXCT
CMDB
ENTA
AFCG
VYGR
ASUR
MYPS
GLIBA
EWCZ
ALLO
ALMS
SUNS
FATE
WALD
SEAT
FNKO
BRCC
NKTX
TTEC
CHRS
LUNG
LAZR
ENVXW
INH
TEAD
ADRO
ADRO
P5N994
THRD
PBI
GTXI
WLLBW
RTYU5
ESU5
